ideal_arrangement,year
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works_full_time,other_part_time",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_works_at_home",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
"one_works,other_stays_home_for_kids",1991
